genome,locus,index_locus,class,type,tm,p2rp_description
GCA_009995945.1,GPI95_20365,4031,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_009995945.1,GPI95_20970,4152,HK,Classic,7,"Histidine kinase, Classic contains 1 MASE1,1 GAF,1 HisKA,1 HATPase_c"
GCA_009995945.1,GPI95_20975,4153,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_009995945.1,GPI95_22365,4427,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_009995945.1,GPI95_23375,4625,HK,Classic,3,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_009995945.1,GPI95_23380,4626,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_009995945.1,GPI95_24440,4835,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_020246665.1,IM325_10300,308,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 GAF,1 HisKA,1 HATPase_c,1 Response_reg"
GCA_020246665.1,IM325_10300,308,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 GAF,1 HisKA,1 HATPase_c,1 Response_reg"
GCA_020246665.1,IM325_10700,400,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_020246665.1,IM325_10700,400,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_020246665.1,IM325_11490,572,HK,Classic,2,"Histidine kinase, Classic contains 1 HAMP,1 PAS_4,1 HisKA,1 HATPase_c"
GCA_020246665.1,IM325_11490,572,HK,Classic,2,"Histidine kinase, Classic contains 1 HAMP,1 PAS_4,1 HisKA,1 HATPase_c"
GCA_020246665.1,IM325_11820,638,PP,HPt,0,Phosphotransfer protein contains 1 Hpt
GCA_020246665.1,IM325_11820,638,PP,HPt,0,Phosphotransfer protein contains 1 Hpt
GCA_020246665.1,IM325_11925,659,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCA_020246665.1,IM325_11925,659,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCA_020246665.1,IM325_11930,660,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_020246665.1,IM325_11930,660,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_020246665.1,IM325_11935,661,HK,Classic,0,"Histidine kinase, Classic contains 1 PAS_2,1 GAF,1 PHY,1 HisKA,1 HATPase_c"
GCA_020246665.1,IM325_11935,661,HK,Classic,0,"Histidine kinase, Classic contains 1 PAS_2,1 GAF,1 PHY,1 HisKA,1 HATPase_c"
GCA_020246665.1,IM325_01600,1001,HK,Classic,0,"Histidine kinase, Classic contains 1 PAS_4,2 GAF,1 HisKA,1 HATPase_c"
GCA_020246665.1,IM325_01600,1001,HK,Classic,0,"Histidine kinase, Classic contains 1 PAS_4,2 GAF,1 HisKA,1 HATPase_c"
GCA_020246665.1,IM325_14090,1106,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_020246665.1,IM325_14090,1106,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_020246665.1,IM325_15115,1351,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCA_020246665.1,IM325_15115,1351,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCA_020246665.1,IM325_15345,1396,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_020246665.1,IM325_15345,1396,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_020246665.1,IM325_01825,1415,HK,Classic,7,"Histidine kinase, Classic contains 1 MASE1,1 GAF,1 HisKA,1 HATPase_c"
GCA_020246665.1,IM325_01825,1415,HK,Classic,7,"Histidine kinase, Classic contains 1 MASE1,1 GAF,1 HisKA,1 HATPase_c"
GCA_020246665.1,IM325_01830,1416,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_020246665.1,IM325_01830,1416,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_020246665.1,IM325_15600,1455,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_020246665.1,IM325_15600,1455,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_020246665.1,IM325_15755,1485,HK,Classic,2,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_020246665.1,IM325_15755,1485,HK,Classic,2,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_020246665.1,IM325_16970,1730,HK,Classic,3,"Histidine kinase, Classic contains 1 HAMP,1 HisKA,1 HATPase_c"
GCA_020246665.1,IM325_16970,1730,HK,Classic,3,"Histidine kinase, Classic contains 1 HAMP,1 HisKA,1 HATPase_c"
GCA_020246665.1,IM325_17365,1809,PP,HisKa,0,Phosphotransfer protein contains 1 HisKA
GCA_020246665.1,IM325_17365,1809,PP,HisKa,0,Phosphotransfer protein contains 1 HisKA
GCA_020246665.1,IM325_00275,1846,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 GAF,1 HisKA,1 HATPase_c,1 Response_reg"
GCA_020246665.1,IM325_00275,1846,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 GAF,1 HisKA,1 HATPase_c,1 Response_reg"
GCA_020246665.1,IM325_17625,1895,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_020246665.1,IM325_17625,1895,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_020246665.1,IM325_18660,2101,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_020246665.1,IM325_18660,2101,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_020246665.1,IM325_18670,2103,HK,Classic,1,"Histidine kinase, Classic contains 1 CHASE3,1 HisKA,1 HATPase_c"
GCA_020246665.1,IM325_18670,2103,HK,Classic,1,"Histidine kinase, Classic contains 1 CHASE3,1 HisKA,1 HATPase_c"
GCA_020246665.1,IM325_20780,2563,HK,Classic,0,"Histidine kinase, Classic contains 1 GAF,1 HisKA,1 HATPase_c"
GCA_020246665.1,IM325_20780,2563,HK,Classic,0,"Histidine kinase, Classic contains 1 GAF,1 HisKA,1 HATPase_c"
GCA_020246665.1,IM325_20955,2598,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_020246665.1,IM325_20955,2598,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_020246665.1,IM325_21030,2613,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_020246665.1,IM325_21030,2613,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_020246665.1,IM325_21135,2642,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_020246665.1,IM325_21135,2642,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_020246665.1,IM325_21160,2647,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_020246665.1,IM325_21160,2647,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_020246665.1,IM325_02815,3043,RR,PleD,0,"Response regulator, PleD family contains 1 Response_reg,1 GGDEF"
GCA_020246665.1,IM325_02815,3043,RR,PleD,0,"Response regulator, PleD family contains 1 Response_reg,1 GGDEF"
GCA_020246665.1,IM325_02885,3056,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_020246665.1,IM325_02885,3056,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_020246665.1,IM325_03530,3191,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_020246665.1,IM325_03530,3191,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_020246665.1,IM325_03550,3195,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_020246665.1,IM325_03550,3195,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_020246665.1,IM325_03600,3205,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_020246665.1,IM325_03600,3205,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_020246665.1,IM325_03625,3210,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_020246665.1,IM325_03625,3210,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_020246665.1,IM325_04960,3491,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_020246665.1,IM325_04960,3491,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_020246665.1,IM325_05080,3515,PP,HisKa,0,Phosphotransfer protein contains 1 HisKA
GCA_020246665.1,IM325_05080,3515,PP,HisKa,0,Phosphotransfer protein contains 1 HisKA
GCA_020246665.1,IM325_00655,3581,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_020246665.1,IM325_00655,3581,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_020246665.1,IM325_00660,3582,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_020246665.1,IM325_00660,3582,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_020246665.1,IM325_05605,3697,HK,Classic,0,"Histidine kinase, Classic contains 1 GAF,1 HisKA,1 HATPase_c"
GCA_020246665.1,IM325_05605,3697,HK,Classic,0,"Histidine kinase, Classic contains 1 GAF,1 HisKA,1 HATPase_c"
GCA_020246665.1,IM325_05920,3760,HK,Classic,2,"Histidine kinase, Classic contains 1 HAMP,1 HisKA,1 HATPase_c"
GCA_020246665.1,IM325_05920,3760,HK,Classic,2,"Histidine kinase, Classic contains 1 HAMP,1 HisKA,1 HATPase_c"
GCA_020246665.1,IM325_06080,3792,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCA_020246665.1,IM325_06080,3792,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCA_020246665.1,IM325_06580,3896,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 HisKA,1 HATPase_c,1 Response_reg"
GCA_020246665.1,IM325_06580,3896,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 HisKA,1 HATPase_c,1 Response_reg"
GCA_020246665.1,IM325_07190,4018,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_020246665.1,IM325_07190,4018,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_020246665.1,IM325_01050,4059,PP,HPt,0,Phosphotransfer protein contains 1 Hpt
GCA_020246665.1,IM325_01050,4059,PP,HPt,0,Phosphotransfer protein contains 1 Hpt
GCA_020246665.1,IM325_07480,4127,HK,CheA,0,"Histidine kinase, CheA contains 1 H-kinase_dim,1 HATPase_c,1 CheW,2 Response_reg"
GCA_020246665.1,IM325_07480,4127,HK,CheA,0,"Histidine kinase, CheA contains 1 H-kinase_dim,1 HATPase_c,1 CheW,2 Response_reg"
GCA_020246665.1,IM325_01285,4300,RR,RsbU,0,"Response regulator, RsbU family contains 1 Response_reg,1 SpoIIE"
GCA_020246665.1,IM325_01285,4300,RR,RsbU,0,"Response regulator, RsbU family contains 1 Response_reg,1 SpoIIE"
GCA_013214565.1,HRU34_05585,453,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_013214565.1,HRU34_05750,490,HK,Classic,0,"Probable incomplete histidine kinase contains 2 GAF,1 HATPase_c"
GCA_013214565.1,HRU34_06315,617,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_013214565.1,HRU34_06415,637,HK,Classic,0,"Histidine kinase, Classic contains 1 GAF,1 HisKA,1 HATPase_c"
GCA_013214565.1,HRU34_07060,784,RR,unclassified,0,"Response regulator, unclassified contains 1 Response_reg"
GCA_013214565.1,HRU34_08250,1043,RR,RpfG,0,"Response regulator, RpfG family contains 1 Response_reg,1 HD"
GCA_013214565.1,HRU34_08595,1128,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_013214565.1,HRU34_09045,1219,PP,HisKa,0,Phosphotransfer protein contains 1 HisKA
GCA_013214565.1,HRU34_09330,1278,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_013214565.1,HRU34_09955,1408,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_013214565.1,HRU34_00060,1419,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_013214565.1,HRU34_10085,1444,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_013214565.1,HRU34_10330,1498,HK,Classic,4,"Histidine kinase, Classic contains 1 HAMP,1 PAS,1 HisKA,1 HATPase_c"
GCA_013214565.1,HRU34_10355,1503,PP,HisKa,0,Phosphotransfer protein contains 1 HisKA
GCA_013214565.1,HRU34_01010,1540,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_013214565.1,HRU34_10535,1546,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_013214565.1,HRU34_10560,1551,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_013214565.1,HRU34_11110,1671,HK,Classic,0,"Histidine kinase, Classic contains 1 GAF,1 HisKA,1 HATPase_c"
GCA_013214565.1,HRU34_11170,1683,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_013214565.1,HRU34_11980,1859,HK,Hybrid,0,"Histidine kinase, Hybrid contains 2 Response_reg,2 GAF,1 HisKA,1 HATPase_c,1 CYCc"
GCA_013214565.1,HRU34_12680,2004,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_013214565.1,HRU34_13185,2120,RR,RsbU,0,"Response regulator, RsbU family contains 1 Response_reg,1 SpoIIE"
GCA_013214565.1,HRU34_13280,2139,HK,Classic,0,"Probable incomplete histidine kinase contains 1 H-kinase_dim,1 HATPase_c"
GCA_013214565.1,HRU34_13285,2140,PP,HPt,0,Phosphotransfer protein contains 1 Hpt
GCA_013214565.1,HRU34_13295,2142,HK,Classic,0,"Histidine kinase, Classic contains 1 GAF,1 HisKA,1 HATPase_c"
GCA_013214565.1,HRU34_13345,2152,HK,Classic,5,"Probable incomplete histidine kinase contains 1 Response_reg,1 PAS,1 HisKA"
GCA_013214565.1,HRU34_13350,2153,RR,CheY,0,"Response regulator, CheY family contains 1 REC"
GCA_013214565.1,HRU34_00075,2163,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCA_013214565.1,HRU34_13500,2214,HK,Classic,1,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_013214565.1,HRU34_13900,2301,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_013214565.1,HRU34_13910,2303,RR,unclassified,0,"Response regulator, unclassified contains 1 Response_reg,1 GAF"
GCA_013214565.1,HRU34_14005,2322,HK,Classic,0,Probable incomplete histidine kinase contains 1 HATPase_c
GCA_013214565.1,HRU34_14620,2464,HK,Classic,0,"Probable incomplete histidine kinase contains 1 PAS,1 PAS_3,1 HisKA"
GCA_013214565.1,HRU34_14670,2474,HK,Hybrid,3,"Histidine kinase, Hybrid contains 1 PAS_3,1 HisKA,1 HATPase_c,1 Response_reg"
GCA_013214565.1,HRU34_01640,2648,HK,Classic,0,"Histidine kinase, Classic contains 1 GAF,1 HisKA,1 HATPase_c"
GCA_013214565.1,HRU34_15460,2670,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 PAS,1 PAS_4,1 HisKA,1 HATPase_c,1 Response_reg"
GCA_013214565.1,HRU34_15615,2700,HK,Classic,0,"Histidine kinase, Classic contains 1 GAF,1 HisKA,1 HATPase_c"
GCA_013214565.1,HRU34_16150,2815,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_013214565.1,HRU34_16435,2876,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_013214565.1,HRU34_16605,2931,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_013214565.1,HRU34_16610,2932,HK,Classic,0,"Histidine kinase, Classic contains 1 PAS,1 HisKA,1 HATPase_c"
GCA_013214565.1,HRU34_16905,2993,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_013214565.1,HRU34_16910,2994,RR,unclassified,0,"Response regulator, unclassified contains 1 Response_reg,1 GAF"
GCA_013214565.1,HRU34_17025,3017,HK,Hybrid,1,"Histidine kinase, Hybrid contains 1 CHASE3,1 PAS_4,1 PAS,1 HisKA,1 HATPase_c,1 Response_reg"
GCA_013214565.1,HRU34_17180,3055,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_013214565.1,HRU34_17185,3056,PP,HisKa,0,Phosphotransfer protein contains 1 HisKA
GCA_013214565.1,HRU34_17200,3059,HK,Classic,1,"Histidine kinase, Classic contains 1 Cache_1,1 HAMP,1 HisKA,1 HATPase_c"
GCA_013214565.1,HRU34_17405,3100,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_013214565.1,HRU34_01995,3202,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_013214565.1,HRU34_17900,3229,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_013214565.1,HRU34_18340,3336,RR,unclassified,0,"Response regulator, unclassified contains 1 Response_reg"
GCA_013214565.1,HRU34_18735,3424,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 HisKA,1 HATPase_c,1 Response_reg"
GCA_013214565.1,HRU34_19215,3526,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_013214565.1,HRU34_19405,3579,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_013214565.1,HRU34_19780,3663,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_013214565.1,HRU34_20085,3728,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_013214565.1,HRU34_20100,3731,HK,CheA,0,"Histidine kinase, CheA contains 1 Hpt,1 H-kinase_dim,1 HATPase_c,1 CheW,1 Response_reg"
GCA_013214565.1,HRU34_20470,3808,RR,PleD_VieA,0,"Response regulator, PleD_VieA family contains 1 Response_reg,1 GGDEF,1 EAL"
GCA_013214565.1,HRU34_20525,3819,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_013214565.1,HRU34_20830,3882,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_013214565.1,HRU34_02405,3960,HK,Classic,0,"Histidine kinase, Classic contains 1 GAF,1 HisKA,1 HATPase_c"
GCA_013214565.1,HRU34_02420,3963,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_013214565.1,HRU34_21605,4049,HK,Classic,3,"Histidine kinase, Classic contains 1 HAMP,1 HisKA,1 HATPase_c"
GCA_013214565.1,HRU34_21935,4115,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_013214565.1,HRU34_22110,4153,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_013214565.1,HRU34_22915,4323,RR,CheY,0,"Response regulator, CheY family contains 1 REC"
GCA_013214565.1,HRU34_23640,4482,RR,unclassified,0,"Response regulator, unclassified contains 1 REC"
GCA_013214565.1,HRU34_24075,4588,RR,PleD,0,"Response regulator, PleD family contains 1 REC,1 PAS,1 GGDEF"
GCA_013214565.1,HRU34_24520,4679,HK,Classic,0,"Histidine kinase, Classic contains 2 GAF,1 HisKA,1 HATPase_c"
GCA_013214565.1,HRU34_24745,4727,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCA_013214565.1,HRU34_24935,4765,HK,Classic,0,Probable incomplete histidine kinase contains 1 HATPase_c
GCA_013214565.1,HRU34_00235,4833,HK,Classic,0,"Histidine kinase, Classic contains 2 GAF,2 PAS_3,1 HisKA,1 HATPase_c"
GCA_013214565.1,HRU34_00240,4834,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_013214565.1,HRU34_00245,4835,HK,Hybrid,0,"Histidine kinase, Hybrid contains 2 Response_reg,1 PAS_3,1 PAS_4,1 HisKA,1 HATPase_c"
GCA_013214565.1,HRU34_02900,4844,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 HisKA,1 HATPase_c,1 Response_reg"
GCA_013214565.1,HRU34_02925,4849,HK,Classic,0,"Histidine kinase, Classic contains 1 GAF,1 HisKA,1 HATPase_c"
GCA_013214565.1,HRU34_03020,4868,HK,CheA,0,"Histidine kinase, CheA contains 1 Hpt,1 H-kinase_dim,1 HATPase_c,1 CheW,1 Response_reg"
GCA_025128025.1,KQ298_10630,245,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_025128025.1,KQ298_10845,287,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_025128025.1,KQ298_10850,288,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_025128025.1,KQ298_10855,289,HK,Classic,1,"Histidine kinase, Classic contains 1 HAMP,1 HisKA,1 HATPase_c"
GCA_025128025.1,KQ298_11310,379,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_025128025.1,KQ298_11575,429,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_025128025.1,KQ298_11580,430,HK,Classic,2,"Histidine kinase, Classic contains 1 Cache_1,1 HAMP,1 HisKA,1 HATPase_c"
GCA_025128025.1,KQ298_00955,1027,RR,unclassified,0,"Response regulator, unclassified contains 1 Response_reg"
GCA_025128025.1,KQ298_01400,1113,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_025128025.1,KQ298_01920,1216,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_025128025.1,KQ298_01995,1231,HK,Classic,3,"Histidine kinase, Classic contains 1 HAMP,1 PAS_4,1 HisKA,1 HATPase_c"
GCA_025128025.1,KQ298_03570,1540,PP,HisKa,0,Phosphotransfer protein contains 1 HisKA
GCA_025128025.1,KQ298_03815,1588,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_025128025.1,KQ298_04320,1686,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_025128025.1,KQ298_05585,1936,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_025128025.1,KQ298_05615,1942,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_025128025.1,KQ298_06430,2099,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_025128025.1,KQ298_07215,2283,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_025128025.1,KQ298_07220,2284,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_025128025.1,KQ298_07225,2285,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_025128025.1,KQ298_07295,2299,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_025128025.1,KQ298_07530,2344,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_025128025.1,KQ298_08225,2482,HK,Classic,3,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_025128025.1,KQ298_08230,2483,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
