Table S3.5 HK domain architecture with corresponding categorical architecture of Antarctic cyanobacteria,,,,
organism_name,categorized_architecture,type,locus,domain_architecture
Phormidesmis priestleyi,Transmitter - Transmitter - Receiver,Hybrid,DCF14_17110,HisKA - HATPase_c - Response_reg
Phormidesmis priestleyi,Transmitter - Transmitter - Receiver,Hybrid,DCF14_02790,HisKA - HATPase_c - Response_reg
Phormidesmis priestleyi,Transmitter - Transmitter - Transmitter - Adaptor - Receiver,CheA,DCF14_14970,Hpt - H-kinase_dim - HATPase_c - CheW - Response_reg
Phormidesmis priestleyi,Transmitter - Transmitter - Transmitter - Transmitter - Adaptor - Receiver,CheA,DCF14_04955,Hpt - Hpt - H-kinase_dim - HATPase_c - CheW - Response_reg
Synechococcus sp. SynAce01,Linker - Sensor - Transmitter - Transmitter,Classic,BM449_RS10415,HAMP - PAS_4 - HisKA - HATPase_c
Synechococcus sp. SynAce01,Linker - Transmitter - Transmitter,Classic,BM449_RS02750,HAMP - HisKA - HATPase_c
Synechococcus sp. SynAce01,Linker - Transmitter - Transmitter,Classic,BM449_RS03850,HAMP - HisKA - HATPase_c
Synechococcus sp. SynAce01,Receiver - Receiver - Sensor - Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter,Hybrid,BM449_RS05345,Response_reg - Response_reg - GAF - PAS_3 - PAS_4 - PAS_4 - PAS_4 - HisKA - HATPase_c
Synechococcus sp. SynAce01,Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,BM449_RS05335,PAS_2 - GAF - PHY - HisKA - HATPase_c
Synechococcus sp. SynAce01,Sensor - Transmitter - Transmitter,Classic,BM449_RS08490,PAS - HisKA - HATPase_c
Synechococcus sp. SynAce01,Transmitter - Transmitter,Classic,BM449_RS01535,HisKA - HATPase_c
Synechococcus sp. SynAce01,Transmitter - Transmitter,Classic,BM449_RS02485,HisKA - HATPase_c
Synechococcus sp. SynAce01,Transmitter - Transmitter,Classic,BM449_RS08170,HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Receiver - Receiver - Sensor - Sensor - Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter,Hybrid,C7B65_RS28780,Response_reg - Response_reg - PAS_4 - PAS_4 - GAF - GAF - PAS_3 - PAS - HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Receiver - Receiver - Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter,Hybrid,C7B65_RS13755,Response_reg - Response_reg - GAF - PAS_3 - PAS_3 - PAS_3 - HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Receiver - Receiver - Sensor - Sensor - Sensor - Transmitter - Transmitter,Hybrid,C7B65_RS08770,Response_reg - Response_reg - PAS - PAS_4 - PAS_3 - HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Receiver - Receiver - Sensor - Sensor - Transmitter - Transmitter,Hybrid,C7B65_RS15770,Response_reg - Response_reg - PAS_4 - PAS_4 - HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Receiver - Receiver - Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,C7B65_RS12155,Response_reg - Response_reg - GAF - GAF - HisKA - HATPase_c - CYCc
Phormidesmis priestleyi ULC007,Receiver - Receiver - Sensor - Transmitter - Transmitter,Hybrid,C7B65_RS21075,Response_reg - Response_reg - PAS - HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Receiver - Receiver - Sensor - Transmitter - Transmitter,Hybrid,C7B65_RS08270,Response_reg - Response_reg - PAS_3 - HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Receiver - Receiver - Transmitter - Transmitter,Hybrid,C7B65_RS08765,Response_reg - Response_reg - HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Receiver - Sensor - Sensor - Sensor - Transmitter - Transmitter,Hybrid,C7B65_RS17515,Response_reg - PAS_3 - PAS_4 - GAF - HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Receiver - Sensor - Transmitter - Transmitter,Hybrid,C7B65_RS01065,Response_reg - PAS_4 - HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Receiver - Sensor - Transmitter - Transmitter,Classic,C7B65_RS05805,MASE1 - GAF - HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Receiver - Transmitter,Classic,C7B65_RS23845,CHASE2 - HATPase_c
Phormidesmis priestleyi ULC007,Receiver - Transmitter - Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,C7B65_RS05840,CheB_methylest - MeTrc - PAS_4 - PAS - HisKA - HATPase_c - Response_reg
Phormidesmis priestleyi ULC007,Receiver - Transmitter - Transmitter,Hybrid,C7B65_RS00645,Response_reg - HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Receiver - Transmitter - Transmitter,Hybrid,C7B65_RS01215,Response_reg - HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Receiver - Transmitter - Transmitter,Hybrid,C7B65_RS18165,Response_reg - HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Receiver - Transmitter - Transmitter,Classic,C7B65_RS07510,HAMP - HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Receiver - Transmitter - Transmitter,Hybrid,C7B65_RS08675,Response_reg - HisKA_3 - HATPase_c
Phormidesmis priestleyi ULC007,Receiver - Transmitter - Transmitter,Hybrid,C7B65_RS10520,Response_reg - HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Sensor - Sensor - Sensor - Sensor - Sensor - Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,C7B65_RS00735,HAMP - PAS - PAS - PAS_3 - PAS_3 - PAS_3 - PAS_4 - PAS_4 - PAS_4 - HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Sensor - Sensor - Sensor - Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,C7B65_RS08995,GAF - GAF - GAF - PAS_4 - PAS_4 - PAS_3 - PAS_3 - HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,C7B65_RS16190,Cache_1 - HAMP - GAF - HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,C7B65_RS18170,GAF - PAS - PAS_3 - HisKA_2 - HATPase_c
Phormidesmis priestleyi ULC007,Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,C7B65_RS08755,Cache_1 - HAMP - PAS_4 - HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Sensor - Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,C7B65_RS07990,PAS_3 - PAS_3 - PAS_3 - HisKA - HATPase_c - Response_reg
Phormidesmis priestleyi ULC007,Sensor - Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,C7B65_RS08670,Cache_1 - HAMP - PAS_4 - HisKA - HATPase_c - Response_reg
Phormidesmis priestleyi ULC007,Sensor - Sensor - Sensor - Transmitter - Transmitter - Receiver - Receiver - Receiver,Hybrid,C7B65_RS04420,CHASE3 - HAMP - GAF - HisKA - HATPase_c - Response_reg - Response_reg - Response_reg
Phormidesmis priestleyi ULC007,Sensor - Sensor - Sensor - Transmitter - Transmitter - Receiver - transmitter,Unorthodox,C7B65_RS27410,PAS - PAC - GAF - HisKA - HATPase_c - Response_reg - Hpt
Phormidesmis priestleyi ULC007,Sensor - Sensor - Transmitter,Classic,C7B65_RS17205,GAF - GAF - HATPase_c
Phormidesmis priestleyi ULC007,Sensor - Sensor - Transmitter,Classic,C7B65_RS18265,GAF - PAS - HisKA
Phormidesmis priestleyi ULC007,Sensor - Sensor - Transmitter - Transmitter,Classic,C7B65_RS13745,GAF - PHY - HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Sensor - Sensor - Transmitter - Transmitter,Classic,C7B65_RS16175,GAF - GAF - HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Sensor - Sensor - Transmitter - Transmitter,Classic,C7B65_RS18195,GAF - GAF - HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Sensor - Sensor - Transmitter - Transmitter,Classic,C7B65_RS03000,PAS - PAS_4 - HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Sensor - Sensor - Transmitter - Transmitter,Classic,C7B65_RS03285,HAMP - PAS - HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Sensor - Sensor - Transmitter - Transmitter,Classic,C7B65_RS21065,GAF - GAF - HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Sensor - Sensor - Transmitter - Transmitter,Classic,C7B65_RS21310,CHASE4 - HAMP - HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Sensor - Sensor - Transmitter - Transmitter,Classic,C7B65_RS23690,PAS - GAF - HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Sensor - Sensor - Transmitter - Transmitter,Classic,C7B65_RS08260,PAS_3 - PAS_3 - HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,C7B65_RS18730,PAS - PAS - HisKA - HATPase_c - Response_reg
Phormidesmis priestleyi ULC007,Sensor - Sensor - Transmitter - Transmitter - Receiver - Receiver,Hybrid,C7B65_RS22260,CBS - CBS - HisKA - HATPase_c - Response_reg - REC
Phormidesmis priestleyi ULC007,Sensor - Sensor - Transmitter - Transmitter - Transmitter - Transmitter - Receiver - Receiver,Hybrid,C7B65_RS17355,PAS_4 - PAS_4 - HisKA - HisKA - HATPase_c - HATPase_c - Response_reg - Response_reg
Phormidesmis priestleyi ULC007,Sensor - Transmitter,Classic,C7B65_RS21110,CHASE2 - HATPase_c
Phormidesmis priestleyi ULC007,Sensor - Transmitter - Transmitter,Classic,C7B65_RS11915,GAF - HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Sensor - Transmitter - Transmitter,Classic,C7B65_RS12115,GAF - HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Sensor - Transmitter - Transmitter,Classic,C7B65_RS18430,GAF - HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Sensor - Transmitter - Transmitter,Classic,C7B65_RS19395,GAF - HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Sensor - Transmitter - Transmitter,Classic,C7B65_RS20070,HAMP - HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Sensor - Transmitter - Transmitter,Classic,C7B65_RS20500,CHASE3 - HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Sensor - Transmitter - Transmitter,Classic,C7B65_RS04270,GAF - HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Sensor - Transmitter - Transmitter,Classic,C7B65_RS22630,GAF - HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Sensor - Transmitter - Transmitter,Classic,C7B65_RS22695,HAMP - HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Sensor - Transmitter - Transmitter,Classic,C7B65_RS05325,PAS_4 - HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Sensor - Transmitter - Transmitter,Classic,C7B65_RS05880,PAS_4 - HisKA_2 - HATPase_c
Phormidesmis priestleyi ULC007,Sensor - Transmitter - Transmitter,Classic,C7B65_RS23820,GAF - HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Sensor - Transmitter - Transmitter,Classic,C7B65_RS09630,GAF - HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Sensor - Transmitter - Transmitter,Classic,C7B65_RS28750,Cache_1 - HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Sensor - Transmitter - Transmitter - Receiver,Hybrid,C7B65_RS18415,PAS - HisKA - HATPase_c - Response_reg
Phormidesmis priestleyi ULC007,Transmitter,Classic,C7B65_RS04915,HATPase_c
Phormidesmis priestleyi ULC007,Transmitter,Classic,C7B65_RS22300,HATPase_c
Phormidesmis priestleyi ULC007,transmitter - Sensor - Sensor - Transmitter - Transmitter,Classic,C7B65_RS01235,S_TKc - GAF - PAS_3 - HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Transmitter - Sensor - Transmitter - Transmitter,Classic,C7B65_RS15495,Pkinase - GAF - HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Transmitter - Transmitter,Classic,C7B65_RS11570,HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Transmitter - Transmitter,Classic,C7B65_RS11725,HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Transmitter - Transmitter,Classic,C7B65_RS15425,HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Transmitter - Transmitter,Classic,C7B65_RS15575,HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Transmitter - Transmitter,Classic,C7B65_RS16440,HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Transmitter - Transmitter,Classic,C7B65_RS17755,HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Transmitter - Transmitter,Classic,C7B65_RS03125,HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Transmitter - Transmitter,Classic,C7B65_RS04040,HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Transmitter - Transmitter,Classic,C7B65_RS05390,HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Transmitter - Transmitter,Classic,C7B65_RS23805,HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Transmitter - Transmitter,Classic,C7B65_RS24290,HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Transmitter - Transmitter,Classic,C7B65_RS25385,HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Transmitter - Transmitter,Classic,C7B65_RS08685,HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Transmitter - Transmitter,Classic,C7B65_RS08990,HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Transmitter - Transmitter,Classic,C7B65_RS09475,HisKA - HATPase_c
Phormidesmis priestleyi ULC007,Transmitter - Transmitter - Receiver,Hybrid,C7B65_RS00640,HisKA - HATPase_c - Response_reg
Phormidesmis priestleyi ULC007,Transmitter - Transmitter - Receiver,Hybrid,C7B65_RS18660,HisKA - HATPase_c - Response_reg
Phormidesmis priestleyi ULC007,Transmitter - Transmitter - Receiver,Hybrid,C7B65_RS07150,HisKA - HATPase_c - Response_reg
Phormidesmis priestleyi ULC007,Transmitter - Transmitter - Transmitter - Adapter - Receiver,CheA,C7B65_RS04975,Hpt - H-kinase_dim - HATPase_c - CheW - Response_reg
Phormidesmis priestleyi ULC007,Transmitter - Transmitter - Transmitter - Adaptor - Receiver,CheA,C7B65_RS09575,Hpt - H-kinase_dim - HATPase_c - CheW - Response_reg
Phormidesmis priestleyi ULC007,Transmitter - Transmitter - Transmitter - Transmitter - Adapter - Receiver,CheA,C7B65_RS08130,Hpt - Htp - H-kinase_dim - HATPase_c - CheW - Response_reg
Synechococcus sp. CS-1324,Linker - Sensor - Transmitter - Transmitter,Classic,KQ306_07230,HAMP - PAS - HisKA - HATPase_c
Synechococcus sp. CS-1324,Linker - Transmitter - Transmitter,Classic,KQ306_06690,HAMP - HisKA - HATPase_c
Synechococcus sp. CS-1324,Linker - Transmitter - Transmitter,Classic,KQ306_11760,HAMP - HisKA - HATPase_c
Synechococcus sp. CS-1324,Sensor - Transmitter - Transmitter,Classic,KQ306_03210,PAS - HisKA - HATPase_c
Synechococcus sp. CS-1324,Transmitter - Transmitter,Classic,KQ306_03570,HisKA - HATPase_c
Synechococcus sp. CS-1324,Transmitter - Transmitter,Classic,KQ306_05195,HisKA - HATPase_c
Synechococcus sp. CS-1324,Transmitter - Transmitter,Classic,KQ306_09180,HisKA - HATPase_c
Synechococcus sp. CS-1327,Linker - Sensor - Transmitter - Transmitter,Classic,KQ308_12540,HAMP - PAS - HisKA - HATPase_c
Synechococcus sp. CS-1327,Linker - Transmitter - Transmitter,Classic,KQ308_06480,HAMP - HisKA - HATPase_c
Synechococcus sp. CS-1327,Linker - Transmitter - Transmitter,Classic,KQ308_11930,HAMP - HisKA - HATPase_c
Synechococcus sp. CS-1327,Sensor - Transmitter - Transmitter,Classic,KQ308_05055,PAS - HisKA - HATPase_c
Synechococcus sp. CS-1327,Transmitter - Transmitter,Classic,KQ308_09410,HisKA - HATPase_c
Synechococcus sp. CS-1327,Transmitter - Transmitter,Classic,KQ308_00385,HisKA - HATPase_c
Synechococcus sp. CS-1327,Transmitter - Transmitter,Classic,KQ308_00550,HisKA - HATPase_c
Synechococcus sp. CS-1327,Transmitter - Transmitter,Classic,KQ308_00940,HisKA - HATPase_c
Synechococcus sp. CS-1325,Linker - Sensor - Transmitter - Transmitter,Classic,KQ313_13525,HAMP - PAS - HisKA - HATPase_c
Synechococcus sp. CS-1326,Linker - Sensor - Transmitter - Transmitter,Classic,KQ307_01935,HAMP - PAS - HisKA - HATPase_c
Synechococcus sp. CS-1325,Linker - Transmitter - Transmitter,Classic,KQ313_03325,HAMP - HisKA - HATPase_c
Synechococcus sp. CS-1326,Linker - Transmitter - Transmitter,Classic,KQ307_00995,HAMP - HisKA - HATPase_c
Synechococcus sp. CS-1326,Linker - Transmitter - Transmitter,Classic,KQ307_05435,HAMP - HisKA - HATPase_c
Synechococcus sp. CS-1325,Sensor - Transmitter - Transmitter,Classic,KQ313_06070,PAS - HisKA - HATPase_c
Synechococcus sp. CS-1326,Sensor - Transmitter - Transmitter,Classic,KQ307_04860,PAS - HisKA - HATPase_c
Synechococcus sp. CS-1325,Transmitter - Transmitter,Classic,KQ313_04690,HisKA - HATPase_c
Synechococcus sp. CS-1325,Transmitter - Transmitter,Classic,KQ313_04855,HisKA - HATPase_c
Synechococcus sp. CS-1325,Transmitter - Transmitter,Classic,KQ313_05320,HisKA - HATPase_c
Synechococcus sp. CS-1325,Transmitter - Transmitter,Classic,KQ313_10815,HisKA - HATPase_c
Synechococcus sp. CS-1326,Transmitter - Transmitter,Classic,KQ307_02915,HisKA - HATPase_c
Synechococcus sp. CS-1326,Transmitter - Transmitter,Classic,KQ307_03080,HisKA - HATPase_c
Synechococcus sp. CS-1326,Transmitter - Transmitter,Classic,KQ307_03475,HisKA - HATPase_c
Synechococcus sp. CS-1326,Transmitter - Transmitter,Classic,KQ307_04240,HisKA - HATPase_c
Synechococcus sp. Edmonson 11F2,Linker - Sensor - Transmitter - Transmitter,Classic,KBZ01_RS08050,HAMP - PAS_4 - HisKA - HATPase_c
Synechococcus sp. Edmonson 11F2,Linker - Transmitter - Transmitter,Classic,KBZ01_RS16635,HAMP - HisKA - HATPase_c
Synechococcus sp. Edmonson 11F2,Linker - Transmitter - Transmitter,Classic,KBZ01_RS04690,HAMP - HisKA - HATPase_c
Synechococcus sp. Edmonson 11F2,Sensor - Transmitter - Transmitter,Classic,KBZ01_RS05460,PAS_4 - HisKA - HATPase_c
Synechococcus sp. Edmonson 11F2,Sensor - Transmitter - Transmitter - Receiver,Hybrid,KBZ01_RS03315,PAS - HisKA - HATPase_c - Response_reg
Synechococcus sp. Edmonson 11F2,Transmitter - Transmitter,Classic,KBZ01_RS11890,HisKA - HATPase_c
Synechococcus sp. Edmonson 11F2,Transmitter - Transmitter,Classic,KBZ01_RS05175,HisKA - HATPase_c
Synechococcus sp. Edmonson 11F2,Transmitter - Transmitter,Classic,KBZ01_RS09625,HisKA - HATPase_c
Synechococcus sp. Edmonson 11F2,Transmitter - Transmitter - Receiver,Hybrid,KBZ01_RS03310,HisKA - HATPase_c - Response_reg
Synechococcus sp. Edmonson 11F2,Transmitter - Transmitter - Receiver - Transmitter,Unorthodox,KBZ01_RS03335,HisKA - HATPase_c - Response_reg - Hpt
Synechococcus sp. CS-602,Linker - Sensor - Transmitter - Transmitter,Classic,KQ302_09420,HAMP - PAS_4 - HisKA - HATPase_c
Synechococcus sp. CS-602,Linker - Transmitter - Transmitter,Classic,KQ302_00470,HAMP - HisKA - HATPase_c
Synechococcus sp. CS-602,Linker - Transmitter - Transmitter,Classic,KQ302_04010,HAMP - HisKA - HATPase_c
Synechococcus sp. CS-602,Receiver - Receiver - Sensor - Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter,Hybrid,KQ302_06845,Response_reg - Response_reg - GAF - PAS_3 - PAS_4 - PAS_4 - PAS_4 - HisKA - HATPase_c
Synechococcus sp. CS-602,Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,KQ302_06835,PAS_2 - GAF - PHY - HisKA - HATPase_c
Synechococcus sp. CS-602,Sensor - Transmitter - Transmitter,Classic,KQ302_05315,PAS - HisKA - HATPase_c
Synechococcus sp. CS-602,Transmitter - Transmitter,Classic,KQ302_00770,HisKA - HATPase_c
Synechococcus sp. CS-602,Transmitter - Transmitter,Classic,KQ302_02900,HisKA - HATPase_c
Synechococcus sp. CS-602,Transmitter - Transmitter,Classic,KQ302_03440,HisKA - HATPase_c
Synechococcus sp. CS-603,Linker - Sensor - Transmitter - Transmitter,Classic,KQ299_11880,HAMP - PAS_4 - HisKA - HATPase_c
Synechococcus sp. CS-603,Linker - Transmitter - Transmitter,Classic,KQ299_08055,HAMP - HisKA - HATPase_c
Synechococcus sp. CS-603,Linker - Transmitter - Transmitter,Classic,KQ299_09165,HAMP - HisKA - HATPase_c
Synechococcus sp. CS-603,Receiver - Receiver - Sensor - Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter,Hybrid,KQ299_09900,Response_reg - Response_reg - GAF - PAS_3 - PAS_4 - PAS_4 - PAS_4 - HisKA - HATPase_c
Synechococcus sp. CS-603,Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,KQ299_09890,PAS_2 - GAF - PHY - HisKA - HATPase_c
Synechococcus sp. CS-603,Sensor - Transmitter - Transmitter,Classic,KQ299_13285,PAS - HisKA - HATPase_c
Synechococcus sp. CS-603,Transmitter - Transmitter,Classic,KQ299_05810,HisKA - HATPase_c
Synechococcus sp. CS-603,Transmitter - Transmitter,Classic,KQ299_09435,HisKA - HATPase_c
Synechococcus sp. CS-603,Transmitter - Transmitter,Classic,KQ299_12970,HisKA - HATPase_c
Synechococcus sp. CS-601,Linker - Sensor - Transmitter - Transmitter,Classic,KQ301_10935,HAMP - PAS_4 - HisKA - HATPase_c
Synechococcus sp. CS-601,Linker - Transmitter - Transmitter,Classic,KQ301_06985,HAMP - HisKA - HATPase_c
Synechococcus sp. CS-601,Linker - Transmitter - Transmitter,Classic,KQ301_12575,HAMP - HisKA - HATPase_c
Synechococcus sp. CS-601,Receiver - Receiver - Sensor - Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter,Hybrid,KQ301_01845,Response_reg - Response_reg - GAF - PAS_3 - PAS_4 - PAS_4 - PAS_4 - HisKA - HATPase_c
Synechococcus sp. CS-601,Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,KQ301_01835,PAS_2 - GAF - PHY - HisKA - HATPase_c
Synechococcus sp. CS-601,Sensor - Transmitter - Transmitter,Classic,KQ301_10390,PAS - HisKA - HATPase_c
Synechococcus sp. CS-601,Transmitter - Transmitter,Classic,KQ301_04835,HisKA - HATPase_c
Synechococcus sp. CS-601,Transmitter - Transmitter,Classic,KQ301_07255,HisKA - HATPase_c
Synechococcus sp. CS-601,Transmitter - Transmitter,Classic,KQ301_10075,HisKA - HATPase_c
Timeviella sp.,Linker - Transmitter - Transmitter,Classic,ECDMJLHF_10606,2CSK_N - HisKA - HATPase_c
Timeviella sp.,Sensor - Linker - Transmitter,Classic,ECDMJLHF_03346,Cache_1 - HAMP - HATPase_c
Timeviella sp.,Sensor - Linker - Transmitter,Classic,ECDMJLHF_03838,Cache_1 - HAMP - HATPase_c
Timeviella sp.,Sensor - Linker - Transmitter - Transmitter,Classic,ECDMJLHF_01887,Cache_1 - HAMP - HisKA - HATPase_c
Timeviella sp.,Sensor - Linker - Transmitter - Transmitter,Classic,ECDMJLHF_02501,Cache_1 - HAMP - HisKA - HATPase_c
Timeviella sp.,Sensor - Linker - Transmitter - Transmitter,Classic,ECDMJLHF_02638,Cache_1 - HAMP - HisKA - HATPase_c
Timeviella sp.,Sensor - Linker - Transmitter - Transmitter,Classic,ECDMJLHF_03224,Cache_1 - HAMP - HisKA - HATPase_c
Timeviella sp.,Sensor - Linker - Transmitter - Transmitter,Classic,ECDMJLHF_14072,Cache_1 - HAMP - HisKA_2 - HATPase_c
Timeviella sp.,Sensor - Transmitter - Transmitter,Classic,ECDMJLHF_05780,Cache_1 - HisKA - HATPase_c
Timeviella sp.,Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,ECDMJLHF_10846,CHASE3 - GAF - HisKA - HATPase_c - Response_reg
Timeviella sp.,Sensor - Linker - Sensor - Transmitter - Transmitter,Classic,ECDMJLHF_12047,CHASE3 - HAMP - PAS - HisKA - HATPase_c
Timeviella sp.,Sensor - Transmitter - Transmitter,Classic,ECDMJLHF_00078,CHASE3 - HisKA - HATPase_c
Timeviella sp.,Sensor - Transmitter - Transmitter,Classic,ECDMJLHF_06855,CHASE3 - HisKA - HATPase_c
Timeviella sp.,Sensor - Transmitter,Classic,ECDMJLHF_08546,CHASE4 - HisKA
Timeviella sp.,Sensor - Transmitter - Transmitter - Receiver,Hybrid,ECDMJLHF_07453,CHASE4 - HisKA - HATPase_c - Response_reg
Timeviella sp.,Receiver - Transmitter - Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,ECDMJLHF_04673,CheB_methylest - MeTrc - PAS_4 - PAS - HisKA - HATPase_c - Response_reg
Timeviella sp.,Sensor - Transmitter,Classic,ECDMJLHF_02001,GAF - HATPase_c
Timeviella sp.,Sensor - Transmitter,Classic,ECDMJLHF_11460,GAF - HATPase_c
Timeviella sp.,Sensor - Transmitter - Transmitter,Classic,ECDMJLHF_02608,GAF - HisKA - HATPase_c
Timeviella sp.,Sensor - Transmitter - Transmitter,Classic,ECDMJLHF_02755,GAF - HisKA - HATPase_c
Timeviella sp.,Sensor - Transmitter - Transmitter,Classic,ECDMJLHF_03867,GAF - HisKA - HATPase_c
Timeviella sp.,Sensor - Transmitter - Transmitter,Classic,ECDMJLHF_04212,GAF - HisKA - HATPase_c
Timeviella sp.,Sensor - Transmitter - Transmitter,Classic,ECDMJLHF_04760,GAF - HisKA - HATPase_c
Timeviella sp.,Sensor - Transmitter - Transmitter,Classic,ECDMJLHF_04844,GAF - HisKA - HATPase_c
Timeviella sp.,Sensor - Transmitter - Transmitter - Receiver,Hybrid,ECDMJLHF_02943,GAF - HisKA - HATPase_c - Response_reg
Timeviella sp.,Sensor - Transmitter - Transmitter - Receiver,Hybrid,ECDMJLHF_04786,GAF - HisKA - HATPase_c - Response_reg
Timeviella sp.,Sensor - Sensor - Transmitter - Transmitter,Classic,ECDMJLHF_00883,GAF - PAS - HisKA - HATPase_c
Timeviella sp.,Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,ECDMJLHF_01826,GAF - PAS - HisKA - HATPase_c - Response_reg
Timeviella sp.,Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,ECDMJLHF_07414,GAF - PAS_3 - HisKA - HATPase_c - Response_reg
Timeviella sp.,Sensor - Sensor - Transmitter,Classic,ECDMJLHF_07175,GAF - PAS_3 - HWE_HK
Timeviella sp.,Sensor - Sensor - Transmitter,Classic,ECDMJLHF_10570,GAF - PAS_3 - HWE_HK
Timeviella sp.,Sensor - Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,ECDMJLHF_05433,GAF - PAS_3 - PAS_4 - HisKA - HATPase_c - Response_reg
Timeviella sp.,Sensor - Sensor - Transmitter - Transmitter,Classic,ECDMJLHF_05895,GAF - PHY - HisKA - HATPase_c
Timeviella sp.,Linker - Transmitter - Transmitter,Classic,ECDMJLHF_02372,HAMP - HisKA - HATPase_c
Timeviella sp.,Linker - Transmitter - Transmitter,Classic,ECDMJLHF_03477,HAMP - HisKA - HATPase_c
Timeviella sp.,Linker - Transmitter - Transmitter,Classic,ECDMJLHF_05696,HAMP - HisKA - HATPase_c
